"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"6504",8229,2,7.3,0.36,0.54,60.1,0.385,63,226,1.04034,2.04,0.49,8.6,0,8,2
"6505",8230,4,5.9,-1.18,0.27,38,0.053,34,481,0.9972,2.51,1.52,9.5,0,6,3
"6506",8231,5,6.5,0.37,0.67,-56.2,0.299,128,107,0.98895,3.22,2.2,9.6,0,7,2
"6507",8233,0,5.8,0.825,-0.81,40.8,-0.085,5,13,1.04723,2.72,2.15,10.7,0,9,1
"6508",8234,2,6.95,0.21,0.75,-1.1,-0.197,246,80,0.99076,4.17,0.47,12,-1,7,1
"6509",8235,3,3,-1.11,1.67,72,0.28,198,-32,0.99884,2.17,0.87,16.2,-1,7,0
"6510",8239,0,-1.8,0.67,0.38,5.41873306511208,0.045,57,48,0.9949,3.94,0.49,11.4,-1,7,0
"6511",8240,3,6.1,0.53,0.54,1.8,0.0548224891009295,153,38,1.03016,1.51,0.33,13.4,-1,7,0
"6512",8241,4,10,0.2,0.11,1.4,0.0548224891009295,19,152,0.93482,3.15,0.4,10.4,0,11,3
"6513",8242,5,6.7,-0.84,1.36,60,0.452,135,-36,0.99123,4.19,0.47,10.2,-1,7,3
"6514",8243,4,17.6,0.32,0.26,-48.2,0.05,132,163,0.98763,3.14,2.62,9.6,1,7,3
"6515",8244,6,5.3,0.29,-0.58,-15.9,0.605,-121,100,1.00856,3.52,0.36,11.8,0,6,4
"6516",8246,5,-3.2,0.08,0.49,1.2,0.055,80,150,0.9917,3.23,-0.74,16.2,1,8,2
"6517",8247,0,6.6,2.29,1.5,-44,-0.382,242,220,0.95071,3.45,0.45,21.2,1,7,0
"6518",8248,3,15.2,1.59,0.21,62.6,0.05,273,122,0.9928,3.42,1.86,10.4892362598141,-1,7,1
"6519",8249,0,18.8,1.68,-0.07,2.5,0.205,80,-149,0.9982,3.03,0.7,10,0,10,0
"6520",8250,3,-1.6,0.615,0.42,12,-0.418,24,-601,0.99727,3.19,0.34,9.3,0,8,2
"6521",8251,6,6.4,0.38,-0.72,4.5,0.038,-180,119,0.99151,3.07,1.41,7.7,2,7,3
"6522",8252,5,6.4,-0.66,1.53,4,-0.055,24,259,0.9903,3.87,0.41,12.6,0,7,3
"6523",8253,4,5.4,-0.04,0.48,54.7,-0.235,30.8455712874547,-154,1.00038,3.5,-0.84,7.2,0,7,2
"6524",8254,3,6.4,-0.2,-1.26,-34,0.055,-148,176,0.9986,4.27,0.61,9.1,0,7,1
"6525",8255,6,7.4,-0.16,-1.27,5.41873306511208,0.053,55.5,-59,0.95469,2.2,0.49,15.5,1,8,4
"6526",8257,3,3.7,-0.02,0.49,7.7,-0.556,11,-254,1.03431,2.46,-0.43,10,-1,9,2
"6527",8258,6,2.7,0.42,0.49,42.2,0.28,290,83,1.02912,3.23,0.47,13.3,2,8,2
"6528",8259,5,2.1,0.16,-0.41,17.9,-0.278,18,233,0.9818,3.20762822580645,2.07,9,1,7,2
"6529",8260,0,7.2,1.61,-1.38,2.7,-0.305,15,85,1.02225,3.51,0.83,9.5,-1,8,0
"6530",8261,5,6.4,0.58,0.27,5.41873306511208,0.566,-484,143,1.06781,3.20762822580645,1.99,7.5,1,7,4
"6531",8262,4,0,0.41,-0.14,1.2,-0.531,-211,134,0.992,5.81,0.49,10.9,0,8,3
"6532",8263,3,10.7,1.48,-0.9,-22.8,0.579,72,197,0.97286,4.24,0.527111782477341,10.9,0,6,2
"6533",8264,4,16.8,-0.8,1.76,64.5,0.0548224891009295,127,-138,0.9919,3.41,0.53,11,0,7,1
"6534",8265,6,7.2,0.36,-1.23,60.8,0.596,30.8455712874547,76,0.94555,2.63,0.85,11,1,8,4
"6535",8266,3,8,0.6,0.35,2.8,0.609,28,52,0.997,3.32,-0.99,10.6,0,9,1
"6536",8267,2,15.8,1.45,-0.16,4.2,0.575,42,119,1.00911,2.49,-0.52,19.8,-1,6,2
"6537",8271,4,7.1,0.22,-1.2,42,0.093,41,-147,1.03129,3.08,0.49,6.7,0,7,2
"6538",8272,4,7,-1.12,0.78,9.9,0.562,157,-395,1.01334,3.15,0.55,5.6,0,8,2
"6539",8273,3,7.6,0.48,0.28,10.4,0.049,-208,120.714232642615,0.96394,3.24,0.66,9.3,0,8,1
"6540",8274,0,3.6,-1.71,3.27,11.9,-0.113,12,87,1.01636,3.33,1.4,10.5,-1,8,0
"6541",8275,3,5,-0.83,0.19,5,0.054,17,101,0.99438,3.7,2.22,10,0,5,2
"6542",8276,0,10.2,1.57,0.25,2.3,0.522,30.8455712874547,256,1.04676,3.08,0.44,8.3,-1,7,2
"6543",8277,3,2.8,0.5,1.77,1.1,-0.468,356,126,1.04259,3.21,0.42,10.9,0,9,2
"6544",8278,0,-5.4,0.22,0.22,16.65,-0.014,39,120.714232642615,0.98455,4.39,-0.88,9,0,6,0
"6545",8279,4,7.3,-0.83,0.22,1.4,0.041,183,-143,0.88983,3.14,0.48,9.9,1,8,1
"6546",8280,4,1.8,0.41,0.27,-115.6,-1.078,25,-3,0.99086,3.35,0.34,11.7,0,7,2
"6547",8281,2,5.1,0.58,0.07,6.9,0.084,469,149,0.9944,2.55,2.23,9.7,-1,6,2
"6548",8282,5,7.6,-0.98,0.28,-4.1,0.029,7,-202,0.98332,3,0.41,17.5,1,8,3
"6549",8283,0,18.5,0.56,0.24,2.2,-0.109,102,28,0.9988,3.14,1.95,11.9,-1,11,1
"6550",8284,2,7.9,0.69,1.4,2.1,0.743,30.8455712874547,141,0.9962,3.03,0.51,9.9,-1,9,0
"6551",8285,4,8.5,0.19,0.48,1.1,0.419,-17,-63,0.99184,5.33,1.52,10.4892362598141,0,9,0
"6552",8287,3,13.7,0.36,1.38,-56,0.036,30.8455712874547,99,0.97167,4.16,1.89,10,-1,7,1
"6553",8288,4,1.2,-0.03,0.3,2.6,0.251,-113,148,1.02589,3.03,0.56,10.6,-1,8,2
"6554",8290,0,9.2,-0.06,1.17,2,0.0548224891009295,-280,110,0.98066,2.03,1.02,9.3,1,10,1
"6555",8291,3,17.7,0.29,-0.94,119.1,0.044,45,171,0.96514,3.12,-0.28,11.7,0,8,0
"6556",8292,2,7.6,0.18,0.49,40.35,0.046,69,158,0.9996,2.96,0.41,7.2,-1,8,1
"6557",8293,0,7.3,0.38,-1.21,-31.6,0.08,-20,35,0.9961,3.33,0.47,11,1,8,0
"6558",8294,5,7.1,0.25,1.29,37.4,0.041,66,-99,0.9969,2.57,0.7,9.1,1,8,4
"6559",8295,5,-4.7,0.5,0.28,34.2,-0.087,30.8455712874547,-229,0.98412,3.12,0.38,9,0,8,2
"6560",8296,3,15.8,0.34,0.26,10.3,0.041,30,-330,0.99514,3.08,0.527111782477341,11.6,-1,8,1
"6561",8297,4,8.2,0.37,0.23,1.7,0.496,20,-553,0.9923,1.4,0.48,10.4892362598141,1,9,2
"6562",8298,0,6.8,0.63,0.14,3.8,0.24,16,126,1.02747,2.57,-2.34,10.4892362598141,0,8,0
"6563",8299,3,9.1,-1.55,0.28,0.9,0.037,-211,152,1.00438,3.13,-1.13,10,-1,9,2
"6564",8300,0,32.6,-0.86,1.87,-39.5,-0.243,-92,-377,0.99724,4.06,4.16,14,1,11,0
"6565",8302,2,6.3,0.55,0.11,-77.8,0.035,-206,185,0.97903,3.09,-1.57,9.7,-1,7,1
"6566",8303,2,9.1,0.765,0.04,-39.7,0.078,4,14,0.998,3.29,-0.73,9.7,0,10,1
"6567",8304,3,8.8,-1.18,0.63,39.2,0.383,112,99,0.95508,4.11,0.49,9.5,0,9,3
"6568",8306,0,6.9,-0.2,-0.37,72.3,-0.011,59,-161,0.99386,3.79,0.81,9.4,0,7,1
"6569",8307,3,-4.5,-2.13,0.37,2.5,0.181,29,89,0.95155,3.14,0.42,10.6,-1,8,1
"6570",8308,3,2.8,0.19,0.31,-14.35,-0.413,38,167,1.01325,2.69,0.527111782477341,13.4,-2,7,3
"6571",8309,0,17,0.34,-1.3,-28,0.131,301,80,0.97143,3.35,0.77,8.3,0,8,0
"6572",8311,5,12.8,-0.85,-1.06,-24,-0.424,43,409,0.9989,3.32,0.79,7.7,1,7,3
"6573",8313,4,-11.5,0.3,0.51,5.5,0.048,62,508,1.02744,2.91,1.43,9,0,7,2
"6574",8314,3,3.1,0.54,0.28,-12.3,-0.175,-28,120.714232642615,0.99542,3.16,0.51,12.6,-1,7,2
"6575",8315,5,13.8,1.24,1.38,-27.4,0.412,25,133,0.9906,3.99,0.59,12,0,7,1
"6576",8316,0,6.6,0.735,0.18,7.9,0.117,13,320,0.9981,5.11,0.53,9.9,0,7,0
"6577",8317,5,8,-1.28,0.29,2.4,0.029,52,119,0.98944,3.16,-0.37,13.9,1,8,3
"6578",8319,0,6.2,1.15,0,-26.1,0.152,7,17,1.02201,3.33,-0.63,9.4,0,8,2
"6579",8320,0,16.7,0.76,-0.6,8.9,-0.49,36,148,1.01185,3.16,0.5,9.3,1,8,0
"6580",8322,4,7.2,0.19,0.31,20.2,-0.244,17,441,1.03191,3.57,-0.31,9.9,-1,8,3
"6581",8323,7,7,0.17,1.65,-46.7,0.683,340,327,0.97058,2.66,2.23,10.4892362598141,1,8,4
"6582",8324,0,6,0.06,0.71,1.5,-0.008,200,55,0.9619,3.12,-0.13,9.5,1,7,0
"6583",8325,4,5.9,0.415,0.13,-41.3,-0.052,199,233,0.95273,3.56,0.52,10.5,1,6,3
"6584",8326,3,4.8,-0.75,0.17,1.3,-0.166,-251,446,1.02987,3.02,1.72,11.3,-1,7,2
"6585",8327,0,8.2,-1.16,-0.91,5.1,0.424,-248,22,1.03311,3.22,-0.68,16.5,-1,9,0
"6586",8329,4,6.1,0.12,0.26,2.3,-0.494,61,331,0.97982,2.85,0.63,10.4892362598141,0,7,1
"6587",8330,3,6.5,0.25,0.2,-21.5,0.024,-185,111,1.00582,3.24,0.527111782477341,7.4,-1,7,1
"6588",8332,4,3.8,0.54,0.04,1.7,-0.04,5,69,0.9942,3.68,0.527111782477341,11.4,1,6,0
"6589",8333,3,7.8,0.27,2,11.2,-0.159,-43,-224,0.99694,3.45,1.84,8.1,-1,9,1
"6590",8335,2,18.1,1.32,0.23,51.9,0.244,-3,120,0.9986,3.26,0.54,10.4892362598141,-1,7,1
"6591",8336,0,10.7,1.09,0.22,44.8,0.185,260,34,0.94899,4.01,0.98,3.6,0,12,0
"6592",8337,0,8.4,-1.02,0.32,40,0.053,-118,138,0.9906,3.13,0.28,11.1,1,8,0
"6593",8338,2,9.7,0.14,0.59,60.5,0.049,30.8455712874547,540,1.01629,4.28,0.62,9.5,-1,10,0
"6594",8339,0,6.4,0.31,-0.98,6.4,0.039,39,185,0.99513,3.42,-0.21,10.4892362598141,0,7,0
"6595",8340,4,5.3,0.1,0.82,10.5,-0.227,53,-127,0.99321,2.31,1.71,6.2,0,6,3
"6596",8341,0,7.7,1.43,0.49,-57.5,0.041,23,-259,0.9914,3.16,1.69,17.4,-2,8,1
"6597",8342,5,4.2,0.12,-0.54,-12.2,0.0548224891009295,21,443,0.99114,3.2,0.45,11.2,0,7,2
"6598",8343,3,-12.2,0.12,2.33,60,0.465,307,-127,0.95052,3.20762822580645,0.55,11.6,-1,9,0
"6599",8346,4,13.5,-0.395,-0.12,18.9,0.059,-513,-71,1.01118,2.42,1.07,9,1,8,2
"6600",8347,5,6.8,-1.52,0.26,11.7,0.0548224891009295,198,311,0.99523,2.29,0.56,9.8,0,7,2
"6601",8348,7,6.7,-0.23,-0.14,2.4,0.291,30,292,0.98006,3.09,0.88,8,2,7,4
"6602",8349,0,14.7,-1.54,0.33,-45.1,0.155,15,349,0.991,4.41,-0.68,11.2,1,7,0
"6603",8350,0,7.3,-0.16,1.2,2.1,0.467,93,-314,0.99705,3.31,0.47,9.7,0,8,0
"6604",8351,4,1.1,0.45,0.34,19.8,-0.219,-160,67,0.9976,2.41,-0.93,11,0,8,3
"6605",8353,3,8.2,0.67,-0.76,1.8,0.031,540,93,0.9917,3.09,0.39,8.9,0,9,1
"6606",8354,5,9.8,0.335,0.34,57,1.187,-148,64,0.992,3.17,0.66,14.3,2,6,3
"6607",8355,0,5.4,0.14,2.56,1.7,0.089,16,345,0.99402,3.20762822580645,0.56,15.4,-2,6,0
"6608",8356,3,15.6,0.79,0.48,18,0.054,-123,419,1.00038,2.98,0.61,6,-1,7,2
"6609",8357,3,6.4,0.28,0.45,-30.5,0.057,47,521,0.99442,3.16,0.49,9.8,0,7,2
"6610",8361,4,6.6,0.74,-0.52,7,0.474,101,194,0.9441,3.41,0.43,5.3,1,6,2
"6611",8362,2,6.3,0.19,0.32,5.41873306511208,0.046,-165,368,0.99043,1.52,1.59,11.35,-2,7,1
"6612",8363,6,7.2,0.21,0.28,2.7,0.033,264,94,0.99075,2.93,1.41,11.8,1,8,4
"6613",8364,3,4.6,-0.55,-0.73,-48.1,0.045,59,209,0.9972,2.56,1.02,9.6,-1,8,2
"6614",8367,5,1.3,0.25,-1.16,32.4,0.052,166,-91,0.99203,3.49,0.32,13.9,1,6,2
"6615",8368,1,7.6,0.44,0.26,5.41873306511208,0.0548224891009295,37,133,0.98913,3.85,-0.78,9.2,-2,8,1
"6616",8370,0,8.1,1.21,0.28,2.1,0.196,24,30,1.03796,3.36,-0.93,6.4,0,9,0
"6617",8371,4,17.9,-0.62,-1.01,14.8,0.024,-139,-287,0.97507,3.12,0.48,17.2,-2,8,1
"6618",8372,3,-2.8,0.365,0.14,48.4,-0.124,24,277,0.9941,3.20762822580645,-1.12,8.9,0,8,2
"6619",8374,0,12.8,-0.55,-0.43,3.7,0.103,-298,54,0.99586,3.41,-0.57,11.3,2,7,0
"6620",8375,0,2.7,0.28,-1.25,-22.1,0.041,-184,157,1.03349,3.04,0.64,8.1,0,7,0
"6621",8376,3,10.7,-1.11,-0.31,-112.2,0.0548224891009295,17,-148,0.9936,2.07,0.55,8.5,-1,7,3
"6622",8377,4,12.6,0.835,1.27,-59.5,0.0548224891009295,-215,98,1.00929,3.16,0.52,7.1,0,8,2
"6623",8379,3,-2.9,1.38,0.17,65.6,0.073,7,-10,1.03446,2.82,-0.48,8.8,0,7,1
"6624",8380,0,2.5,-0.33,0.62,7.7,0.048,45,186,1.02877,3.23,0.47,15.4,1,7,0
"6625",8381,4,8,-2.57,0.49,0.9,0.033,247,120.714232642615,0.9932,2.49,-0.16,9.4,0,7,1
"6626",8382,2,4.1,0.32,1.45,-16.6,0.046,213,180,0.9958,4.2,0.45,8.9,-1,7,1
"6627",8383,3,7,0.32,1.17,4.9,0.036,-38,150,0.99168,3.38,0.527111782477341,12.2,-1,8,1
"6628",8384,4,14.2,-0.07,0.36,20.8,0.031,96,-216,1.0309,2.49,0.527111782477341,7.3,0,8,2
"6629",8385,4,8.4,-0.57,2,-69,0.055,87,170,1.0004,4.27,0.55,8.9,0,9,2
"6630",8386,2,14.2,0.19,0.3,-30.7,-0.098,34,120,0.98184,2.94,-0.82,11.2,-1,9,1
"6631",8387,3,7.3,-1.41,0.24,-21.5,0.585,13,516,0.9932,3.17,-0.28,9.4,0,8,3
"6632",8388,5,7.4,-0.46,-0.65,64.2,0.129,41,161,0.95752,3.97,0.5,10.5,1,7,2
"6633",8389,4,5.8,0.22,0.48,-54.8,-0.205,140,195,0.99998,3.24,0.52,18.1,0,6,1
"6634",8390,4,7.5,0.24,0.29,1.1,0.046,34,62,0.9105,2.98,0.39,11.45,0,8,3
"6635",8391,3,0.6,0.24,0.25,58.5,-0.26,-508,138,1.08089,2.24,1.91,9.1,0,7,1
"6636",8393,2,7.1,1.74,-0.69,5.41873306511208,0.028,35,91,1.02061,4.01,-0.9,12.5,-1,8,2
"6637",8394,6,6.4,1.03,2.04,9.1,0.52,128,550,0.99326,2.97,0.3,10.1,1,7,3
"6638",8395,5,6,0.32,0.3,1.9,-0.407,41,142,0.98912,3.04,0.527111782477341,10.8,0,7,3
"6639",8396,4,8,1.75,0.34,-12.8,0.042,20,216,0.9912,3.01,0.65,5.5,-1,8,3
"6640",8398,4,1.7,1.55,1.45,6.2,0.046,81,120.714232642615,0.9952,3.29,0.53,10.1,0,7,2
"6641",8401,5,7.1,0.38,-0.32,7.2,0.0548224891009295,32,111,0.96714,1.78,3.88,10,1,8,0
"6642",8402,3,5.7,-0.45,1.38,31.7,0.29,302,104,0.9906,2.16,-0.56,11,-1,6,1
"6643",8403,6,-3.3,-0.54,-0.01,6.2,0.568,45,12,0.99807,2.54,0.41,13.8,0,8,2
"6644",8404,5,10,0.28,0.24,2.2,-0.161,19,311,1.00524,2.2,0.56,6,1,11,2
"6645",8407,4,7.9,2.44,0.33,-42.1,-0.303,73,120.714232642615,0.9969,2.93,0.29,12.9,0,8,2
"6646",8408,4,-0.4,1.79,0.24,-107.9,0.291,27,-93,0.99648,3.6,0.73,10.4892362598141,0,8,2
"6647",8409,3,6.8,-1.26,0.62,6.4,0.041,7,496,0.9521,2.29,-0.3,10.2,0,8,3
"6648",8411,4,11.4,0.77,0.49,4.9,0.032,223,18,0.95363,3.63,-0.74,10,0,10,3
"6649",8412,3,6.3,1.64,0.82,51.5,-0.019,81,158,0.9987,3.09,0.22,13.7,1,8,3
"6650",8415,0,17.1,0.26,0.1,-23.9,0.0548224891009295,6,14,0.98458,3.3,0.75,3.4,-1,12,0
"6651",8417,5,8.8,-0.6,0.44,5.41873306511208,0.382,9,87,0.9917,2.81,0.4,14,0,10,3
"6652",8418,4,9.1,1.1,-0.71,-62,0.033,28,120.714232642615,0.98962,3.33,0.49,12.4,0,7,1
"6653",8419,0,17.5,0.21,0.42,5.3,0.547,19,-188,0.97642,3.14,-0.16,10.4892362598141,0,8,0
"6654",8420,2,16.3,0.46,1.48,16.1,0.936,24,-121,0.99746,2.6,0.74,9.6,-1,9,0
"6655",8421,3,6.3,0.17,0.75,5.7,-0.505,44,147,1.04132,3.25,0.54,6,0,7,2
"6656",8422,0,9.2,0.46,1.21,2.6,0.689,-154,-76,0.99922,3.15,0.51,13.9,0,10,0
"6657",8423,3,6,0.28,0.57,-7.6,-0.032,31,198,0.99408,3.19,0.527111782477341,11.9,-2,7,0
"6658",8424,5,8.8,2.26,-0.23,6.8,0.344,39,389,0.9942,3.16,0.67,16.4,1,9,3
"6659",8425,5,7.1,0.21,1.22,3.8,-0.424,-174,142,0.99215,3.34,0.39,10.8,0,8,2
"6660",8427,3,12.8,-1.28,0.47,10.6,0.052,-124,192,0.99421,2.79,0.34,9.8,1,7,3
"6661",8428,5,7.3,0.34,-0.15,14.1,0.04,130,32,0.99655,3.74,1.08,12.4,1,8,0
"6662",8429,4,8.1,-0.65,1,-8.2,0.31,30.8455712874547,-198,0.94903,3.20762822580645,0.527111782477341,12.5,0,9,2
"6663",8430,3,0.8,1.67,0.43,-38.9,0.261,-131,334,0.9982,3.38,-1.08,15.4,0,9,0
"6664",8431,5,18.3,-0.43,0.49,1,0.228,34,140,0.96592,3.05,0.34,16.3,1,8,3
"6665",8432,5,12.8,1.13,0.44,14.4,0.048,29,-168,0.98098,3.26,0.54,8.8,0,7,1
"6666",8433,5,1,0.12,1.52,15.1,0.553,29,313,1.02859,3.71,0.69,10.4892362598141,0,7,3
"6667",8435,0,19.8,1.54,0.4,1.3,0.044,-43,-368,0.96673,2.13,0.61,-2.2,-1,10,1
"6668",8436,0,6.4,-0.54,0.49,-42.8,-0.244,42,151,0.9948,2.65,0.52,3.8,0,7,0
"6669",8437,5,6,-1.06,0.03,4,-0.509,-18,246,0.96526,3.15,1.23,8.1,1,7,3
"6670",8438,2,-2.6,1.29,1.75,-49.9,0.0548224891009295,18,119,1.03895,4.09,-2.83,10,-1,7,0
"6671",8441,5,15.8,1.55,0.33,-37.9,0.279,-31,155,0.9951,3.68,0.14,14.5,0,8,1
"6672",8442,3,7.3,0.31,-1.6,64.3,0.052,13,-263,0.99602,3.24,1.8,8.8,1,7,1
"6673",8443,0,-3.1,1.21,-0.29,-43.2,-0.333,37,323,0.9962,1.49,1.62,7.6,-1,8,0
"6674",8444,3,4.6,-0.19,-0.35,5.3,-0.848,30.8455712874547,444,0.90852,4.11,0.57,14.9,-1,6,2
"6675",8445,4,8.3,0.28,1.91,8.2,0.044,270,-245,0.99562,1.98,0.48,13.7,1,7,3
"6676",8446,0,6.2,-0.72,0.49,111.1,0.077,11,48,0.9963,3.23,0.63,9.5,-1,11,0
"6677",8447,3,5.7,0.255,0.16,1.2,0.328,281,-65,0.98162,3.26,0.06,8.6,0,7,2
"6678",8448,4,4,0.21,1.07,51.7,0.0548224891009295,-54,168,0.9945,3.34,0.49,16.5,0,7,1
"6679",8449,0,-5,0.12,-0.87,2.9,0.044,345,162,0.95506,4.24,0.32,14.3,0,6,0
"6680",8450,4,6.3,0.24,-0.13,-52.3,0.318,-93,-336,0.96904,2.65,0.08,11.8,0,7,3
"6681",8451,4,7.4,0.26,0.36,30.5,0.032,29,193,0.99134,3.1,0.527111782477341,5.6,0,8,2
"6682",8452,3,16.4,2.11,1.82,2.6,0.112,-97,-11,0.99047,3.21,0.47,15.1,-1,7,2
"6683",8453,4,2.8,0.46,0.55,75.2,0.053,34,159,1.04268,2.81,1.55,10.4892362598141,1,8,3
"6684",8454,4,7.4,1.72,1.47,-12.4,0.045,-156,180,1.01138,2.79,-0.96,8.1,0,8,2
"6685",8455,7,7.5,-0.33,0.26,5.41873306511208,-0.088,14,88,1.02121,3.06,-0.26,13,2,7,3
"6686",8456,1,8.3,0.87,0.45,1.3,-0.96,8,447,1.01993,3.08,-1.05,10.3,-1,9,1
"6687",8457,3,6.6,0.6,1.85,4.8,0.17,60,166,1.03824,3.18,0.47,9.4,0,7,0
"6688",8458,5,9.3,2.76,0.39,38.4,0.08,-74,55,0.99059,3.46,1.83,10.9,1,10,0
"6689",8459,3,8.8,0.86,0.93,19.6,0.051,-210,136,0.9941,3.05,0.527111782477341,5.3,-1,6,1
"6690",8460,5,-15.1,0.55,-0.06,1.8,0.07,-68,-211,1.01894,4.32,0.01,12.6,0,7,3
"6691",8461,5,7.2,-0.37,0.41,1.2,0.048,-70,132,0.9919,3.14,2.13,10.4,2,8,3
"6692",8462,5,0.1,0.34,0.31,2,0.03,266,142,0.99563,4.33,1.31,12.9,0,7,1
"6693",8463,4,1.9,0.23,0.31,-5.6,0.141,-183,-158,0.9969,0.74,0.55,8.4,0,8,3
"6694",8464,0,7.5,0.18,0.48,-1.7,0.432,22,-46,1.01146,3.32,0.7,9.6,0,8,0
"6695",8465,5,2.7,-0.47,1.48,-5.8,-0.08,57,163,0.99239,2.23,0.59,10.5,1,6,2
"6696",8466,5,8.3,-2.64,0.3,-6.3,-0.079,-131,57,0.96049,2.92,0.19,11,1,9,2
"6697",8467,5,6,0.33,0.04,50.2,-0.051,255,-305,1.00541,2.03,1.77,9.2,2,7,2
"6698",8468,4,6.5,0.24,-0.3,59.3,0.185,-177,356,1.03016,1.97,0.46,9.4,0,7,4
"6699",8469,5,15.4,0.25,0.38,-36.2,0.252,18,527,1.05972,3.21,-0.03,13.8,1,9,3
"6700",8470,3,7.8,0.71,0.49,42.4,0.027,28,87,0.9919,2.7,0.26,4.4,-2,9,2
"6701",8471,6,-2.8,0.28,0.28,4.3,0.0548224891009295,125,417,0.9837,2.71,3.93,9.4,0,7,2
"6702",8472,3,7,0.82,0.72,5.3,0.202,106,-154,0.9914,3.24,0.4,11.3,-1,8,0
"6703",8473,0,13.5,-2.13,0.86,14.9,0.073,55,136,1.03963,4.09,0.52,10.4892362598141,-1,7,0
"6704",8474,5,8.7,0.33,-1.05,1.2,0.016,39,150,0.96847,3.33,0.62,14,-1,6,1
"6705",8476,4,6,0.28,-1.13,-47.8,0.0548224891009295,-12,-83,0.99408,3.83,-0.27,7.3,-1,7,1
"6706",8477,0,-4.1,-0.87,1.28,15.8,1.079,79.5,-323,0.97812,3.24,0.527111782477341,5.9,-1,7,1
"6707",8478,4,5.7,0.65,0.36,24.5,0.123,267,99,0.95827,3.09,2.13,9.9,0,6,3
"6708",8479,4,13.7,1.1,0.74,1.2,0.499,84,121,0.99334,3.79,-0.46,10.4892362598141,0,8,1
"6709",8481,6,5.9,0.24,0.3,32.7,0.258,-112,178,0.99225,3.39,0.527111782477341,6.1,1,6,3
"6710",8482,4,-1.8,1.25,0.74,15.6,-0.112,214,176,0.9996,3.38,-0.4,4.8,0,8,1
"6711",8483,0,11.4,0.31,0.29,10.5,0.433,21,434,0.9966,3.75,0.35,9.4,1,8,0
"6712",8484,3,6.7,0.765,0.22,8.6,0.048,-13,480,1.04506,3.25,-1.18,10.2,0,7,3
"6713",8485,4,15.6,0.33,-0.34,6.85,0.038,607,-267,0.99455,2.51,0.73,7.5,-1,8,2
"6714",8486,3,6,0.24,-0.01,17.45,-0.435,43,-214,0.9997,1.84,1.67,9.2,-1,9,3
"6715",8487,7,-3.8,0.78,1.09,9.1,0.031,243,151,0.9995,3.16,1.57,10.5,1,9,0
"6716",8488,0,16.8,0.62,0.4,2.2,0.058,48,-380,0.99536,3.20762822580645,1.43,11.2,0,9,0
"6717",8489,4,6.7,1.12,-1.03,-34.7,0.108,61,220,1.00623,2.81,-0.12,9.5,1,7,0
"6718",8490,5,9.2,-0.3,-1.79,-8.7,0.026,31,-125,1.03535,1.98,0.37,11.3,0,10,3
"6719",8491,3,7.6,0.285,-1.03,33,-0.522,-155,238,0.998,3.86,0.45,9.2,0,8,2
"6720",8492,4,3.9,1.07,1.94,12.8,-0.396,147,-479,0.99535,2.69,0.79,10.7,0,7,1
"6721",8493,3,17.7,0.26,0.3,1,0.421,167,114,0.9928,2.33,-0.37,7.4,0,6,0
"6722",8494,7,3.2,2.29,-2.42,-9.7,0.029,31,128,0.99534,3.41,0.36,8.6,1,7,4
"6723",8495,3,0.5,0.315,1.97,-33.4,-0.367,10,69,0.97428,2.79,0.29,8.7,-1,6,1
"6724",8496,4,6.6,1.45,0.47,6.5,-0.375,30.8455712874547,444,0.95685,4.21,0.99,9.6,0,7,2
"6725",8498,4,5.7,-1.2,0.26,5.5,0.17,-26,415,1.02164,4.24,-1.14,3.8,0,6,1
"6726",8503,2,13.8,1.34,0.35,6.3,-0.441,-93,357,0.97328,2.91,0.48,9.5333333333,-1,7,1
"6727",8504,5,7.6,0.3,-1.04,18.6,0.0548224891009295,37,155,0.99763,2.91,0.37,8.5,1,7,1
"6728",8505,4,30.1,0.16,0.34,55.5,-0.222,-51,519,0.99365,3.43,0.58,14.233333333,-1,7,4
"6729",8506,4,3.1,1.22,-0.72,1.5,0.049,28,-181,0.99226,4.19,1.26,10.8,1,8,1
"6730",8507,4,9.4,-0.17,0.3,15.1,0.52,128,407,0.99534,3.11,1.6,3.5,1,10,2
"6731",8508,3,-6.5,0.44,1.05,1.4,0.05,8,163,1.00585,3.24,0.79,10.7,0,8,2
"6732",8509,3,17.4,0.22,0.29,0.9,0.034,58,89,0.98936,4,0.36,10.3,-2,6,1
"6733",8510,5,6.6,0.19,0.34,1.3,0.113,135,-181,0.99035,3.88,0.44,19,-1,7,2
"6734",8511,0,5.3,0.3,0.16,4.2,-0.069,-205,100,0.9905,3.95,0.91,7.2,-1,6,0
"6735",8512,5,17.3,0.68,0.52,-46.8,-0.154,32,-300,1.00698,2.83,1.64,9.3,1,7,2
"6736",8513,4,-0.6,0.25,-0.73,-3,0.03,29,362,1.01438,3.09,0.68,12.8,-1,7,1
"6737",8514,0,7.6,1.32,-0.4,2.3,-0.316,21,120.714232642615,1.00208,3.12,-0.3,10.4892362598141,-1,9,1
"6738",8515,4,7.5,0.42,-0.33,26.5,-0.304,-127,168,0.9944,3.38,-0.83,9.4,0,8,1
