"","Type","Age","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","MainBreed","has_name","pure_breed","High"
"1380","1",12,"1","6",1,1,"1","3","3",3,1,0,2,"Poodle","0","1",0
"13201","1",4,"2","1",3,2,"2","2","2",1,2,0,6,"Mixed Breed","1","0",0
"15231","2",2,"2","1",1,1,"2","1","2",1,1,0,13,"Dom Short Hair","1","1",NA
"8731","2",4,"1","2",2,3,"3","1","3",1,1,0,1,"Tabby","1","1",1
"17465","1",5,"2","2",2,1,"3","3","3",1,1,0,5,"Mixed Breed","1","0",NA
"9926","1",1,"2","1",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"14677","1",3,"2","2",2,1,"2","2","2",1,1,0,5,"Mixed Breed","0","0",1
"13718","1",3,"2","2",2,1,"1","1","2",1,1,0,30,"Mixed Breed","1","0",0
"3598","2",1,"1","1",2,2,"3","3","2",1,3,0,4,"Dom Medium Hair","1","1",1
"4903","2",1,"3","2",2,1,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",0
"17279","1",2,"2","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",NA
"5416","2",2,"3","2",1,1,"2","2","2",1,3,0,4,"Dom Short Hair","1","1",1
"8786","2",2,"2","1",1,2,"3","3","3",1,1,0,2,"Tabby","0","1",1
"13267","1",36,"1","1",3,3,"1","1","1",1,2,0,4,"Mixed Breed","1","0",0
"16241","1",2,"1","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",NA
"5317","2",12,"1","1",2,1,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",0
"1309","1",18,"2","2",1,2,"2","1","1",1,1,0,5,"Poodle","1","1",1
"9569","1",13,"1","1",1,3,"1","2","2",1,1,220,6,"Mixed Breed","1","0",0
"8129","2",3,"1","3",1,2,"1","1","2",1,1,200,4,"Persian","1","1",1
"3993","2",3,"3","1",1,2,"1","1","1",1,6,0,3,"Dom Medium Hair","1","1",0
"18446","1",4,"1","1",2,2,"2","2","2",1,1,0,2,"Mixed Breed","1","0",NA
"3274","2",6,"1","3",2,2,"2","2","2",1,1,0,6,"Dom Medium Hair","1","1",1
"10281","1",1,"2","1",2,1,"2","2","2",1,1,0,9,"Mixed Breed","1","0",0
"554","1",3,"2","1",3,2,"2","2","2",1,1,0,2,"German Shepherd Dog","1","1",1
"14714","1",1,"1","1",2,1,"3","3","3",1,8,0,1,"Mixed Breed","1","0",0
"17280","1",2,"1","1",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",NA
"8304","2",3,"3","3",2,2,"2","1","2",1,3,0,11,"Siamese","1","1",1
"14453","1",36,"2","5",3,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"18884","2",5,"2","1",3,2,"2","2","2",1,2,100,2,"Dom Long Hair","1","1",NA
"3361","2",5,"2","1",2,2,"1","1","2",1,1,0,1,"Dom Medium Hair","1","1",0
"10100","1",11,"3","1",2,1,"3","3","3",1,5,0,7,"Mixed Breed","1","0",0
"13166","1",2,"1","1",2,1,"2","2","2",1,1,1,3,"Mixed Breed","1","0",1
"4474","2",2,"1","1",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"18273","2",2,"1","2",1,1,"3","3","3",1,1,50,1,"Dom Short Hair","1","1",NA
"4562","2",8,"1","3",2,1,"2","1","1",1,1,0,3,"Dom Short Hair","1","1",1
"1863","1",53,"1","2",1,1,"1","1","1",1,1,0,2,"Shih Tzu","1","1",1
"4010","2",18,"1","5",2,2,"2","2","2",3,1,0,1,"Dom Medium Hair","1","1",0
"15728","2",4,"2","1",2,1,"2","2","2",1,2,0,2,"Dom Short Hair","1","1",NA
"16472","1",4,"2","2",1,2,"1","1","3",1,1,0,2,"Mixed Breed","1","0",NA
"11836","1",4,"2","2",2,2,"2","2","2",1,1,0,3,"Mixed Breed","1","0",0
"7384","2",4,"1","1",2,1,"3","3","3",1,1,0,11,"Dom Short Hair","1","1",1
"14617","1",3,"2","2",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"6040","2",10,"2","1",1,1,"1","1","2",1,1,50,1,"Dom Short Hair","1","1",0
"390","1",18,"2","1",1,3,"3","3","2",1,1,0,9,"Dachshund","1","1",1
"10007","1",5,"2","4",2,2,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"10671","1",4,"2","5",2,1,"1","1","1",1,1,0,3,"Mixed Breed","1","0",0
"13800","1",2,"1","7",2,1,"1","1","2",1,2,0,11,"Mixed Breed","1","0",1
"4535","2",1,"2","1",1,1,"2","2","2",1,2,0,3,"Dom Short Hair","1","1",1
"3584","2",1,"2","7",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","0","1",0
"4397","2",48,"2","2",2,1,"1","1","1",1,1,0,2,"Dom Short Hair","1","1",0
"6046","2",6,"2","1",1,1,"2","2","2",1,1,0,1,"Dom Short Hair","0","1",0
"17322","1",0,"2","1",2,1,"3","3","3",1,1,0,1,"Rottweiler","1","1",NA
"13269","1",3,"1","1",2,1,"3","3","3",1,1,0,3,"Mixed Breed","1","0",1
"12360","1",6,"2","2",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"16831","1",2,"1","1",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",NA
"3991","2",8,"2","4",2,2,"2","1","2",1,1,20,4,"Dom Medium Hair","0","1",0
"1809","1",17,"1","5",1,2,"1","1","1",1,1,200,1,"Shih Tzu","1","1",0
"15630","1",4,"2","2",3,2,"1","1","2",1,1,0,5,"Golden Retriever","1","1",NA
"12669","1",48,"2","2",2,1,"3","3","1",2,1,0,3,"Mixed Breed","0","0",0
"8084","2",4,"1","2",1,3,"1","1","2",1,1,250,4,"Persian","1","1",0
"18090","2",2,"1","6",1,1,"2","1","2",1,1,0,1,"Dom Short Hair","1","1",NA
"16544","2",2,"2","1",3,1,"2","1","2",1,1,60,1,"Amer Shorthair","1","1",NA
"3170","2",5,"2","5",2,1,"2","2","2",1,2,0,2,"Dom Medium Hair","0","1",0
"762","1",36,"1","2",2,2,"1","1","1",1,2,0,4,"Golden Retriever","1","1",0
"4179","2",1,"1","1",2,2,"2","1","2",1,1,0,6,"Dom Medium Hair","1","1",1
"3611","2",3,"1","3",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",1
"11562","1",1,"1","1",1,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",1
"11677","1",2,"1","1",2,2,"2","1","2",1,1,0,1,"Mixed Breed","1","0",0
"15405","1",60,"2","3",1,3,"1","1","3",1,1,50,8,"Cavalier King Charles Spaniel","1","1",NA
"1004","1",2,"1","1",2,1,"1","1","2",1,1,0,2,"Labrador Retriever","1","1",1
"11422","1",3,"2","1",2,1,"1","1","2",1,1,200,2,"Mixed Breed","0","0",1
"18356","1",3,"1","2",3,1,"3","3","3",1,1,0,1,"German Shepherd Dog","1","1",NA
"16875","1",4,"2","1",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",NA
"6095","2",2,"2","1",1,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"13923","1",2,"2","5",2,2,"2","2","2",1,1,0,12,"Mixed Breed","1","0",0
"16819","2",48,"2","2",2,3,"2","1","1",1,1,0,4,"Persian","1","1",NA
"12259","1",3,"1","2",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"13068","1",1,"2","2",2,2,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"18687","1",12,"2","1",2,1,"2","2","2",2,1,0,1,"Mixed Breed","1","0",NA
"1021","1",5,"1","5",2,1,"1","1","2",1,1,0,1,"Labrador Retriever","1","1",1
"14039","1",24,"1","1",2,2,"1","1","1",1,2,0,5,"Mixed Breed","1","0",0
"5167","2",2,"2","1",2,2,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",1
"12343","1",1,"1","2",1,1,"2","2","2",1,1,0,6,"Mixed Breed","1","0",0
"11207","1",3,"2","2",2,2,"2","2","2",1,1,0,5,"Mixed Breed","1","0",1
"4493","2",2,"1","6",2,1,"2","1","2",1,1,0,1,"Dom Short Hair","1","1",0
"12912","1",2,"2","1",2,1,"2","2","2",1,1,0,7,"Mixed Breed","1","0",0
"1399","1",12,"1","5",2,1,"3","3","3",1,1,0,3,"Poodle","1","1",1
"11146","1",2,"1","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",0
"17548","1",2,"2","1",2,1,"2","1","2",1,2,0,1,"Mixed Breed","1","0",NA
"9522","1",10,"2","5",2,1,"1","1","2",1,1,110,2,"Mixed Breed","1","0",0
"2986","2",12,"3","1",2,2,"3","3","3",1,4,0,1,"Dom Medium Hair","1","1",0
"3819","2",1,"3","1",1,2,"2","2","2",1,5,0,4,"Dom Medium Hair","1","1",0
"7843","2",9,"1","2",2,2,"1","2","1",1,2,0,5,"Egyptian Mau","1","1",1
"6489","2",3,"1","6",1,1,"2","2","2",1,2,0,4,"Dom Short Hair","1","1",1
"12708","1",6,"2","1",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"12746","1",2,"1","2",2,2,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"14897","1",1,"3","2",2,2,"1","1","2",1,5,0,3,"Mixed Breed","1","0",1
"9745","1",3,"2","1",1,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"998","1",1,"2","2",2,2,"1","1","2",1,1,0,5,"Labrador Retriever","1","1",0
"15848","1",1,"3","1",1,2,"2","2","2",1,5,0,8,"Mixed Breed","1","0",NA
"11249","1",24,"2","2",2,1,"3","3","3",1,1,0,1,"Mixed Breed","1","0",1
"9385","1",1,"1","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"13066","1",24,"2","1",2,2,"2","2","2",1,2,0,2,"Mixed Breed","1","0",0
"15199","2",2,"1","1",1,1,"2","1","2",1,1,0,11,"Dom Short Hair","1","1",NA
"17003","1",36,"1","1",3,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",NA
"14750","1",2,"1","2",1,1,"3","3","3",1,1,0,1,"Mixed Breed","1","0",0
"13699","1",60,"2","1",2,2,"3","3","3",1,1,0,3,"Mixed Breed","1","0",0
"9391","1",50,"2","5",2,2,"2","2","2",1,1,0,4,"Mixed Breed","1","0",0
"13878","1",6,"2","1",1,2,"2","2","2",1,1,0,4,"Mixed Breed","0","0",0
"16032","1",12,"1","1",1,3,"1","1","2",1,1,0,1,"Shih Tzu","1","1",NA
"18518","2",60,"2","4",2,3,"2","1","1",1,1,0,1,"Dom Long Hair","1","1",NA
"2302","2",1,"2","1",1,1,"2","2","2",2,1,0,4,"Amer Shorthair","0","1",0
"3843","2",5,"1","4",2,2,"2","2","2",1,1,0,5,"Dom Medium Hair","1","1",1
"8908","2",3,"2","2",1,1,"2","1","2",1,1,0,2,"Tabby","1","1",1
"10819","1",1,"1","1",2,2,"2","2","2",1,1,20,1,"Mixed Breed","1","0",1
"17815","1",36,"2","5",1,2,"1","1","2",1,1,0,1,"Poodle","1","1",NA
"15690","2",5,"1","4",2,1,"2","1","1",1,1,0,2,"Dom Short Hair","1","1",NA
"18666","1",3,"2","1",1,2,"1","1","2",1,1,0,1,"Hound","1","1",NA
"10306","1",1,"3","1",2,1,"2","2","2",1,4,0,2,"Mixed Breed","0","0",1
"12710","1",8,"2","2",2,1,"2","2","2",2,1,0,1,"Mixed Breed","0","0",0
"5865","2",5,"2","2",1,1,"1","1","2",1,1,0,5,"Dom Short Hair","1","1",1
"12822","1",5,"2","1",2,1,"2","2","2",1,2,1,2,"Mixed Breed","0","0",0
"10193","1",2,"3","2",2,1,"2","2","3",1,2,0,3,"Mixed Breed","1","0",0
"6808","2",3,"3","1",2,1,"1","1","2",1,5,0,7,"Dom Short Hair","1","1",0
"7740","2",0,"3","2",1,2,"1","1","2",1,4,0,0,"Dom Short Hair","0","1",0
"9839","1",1,"2","2",2,2,"2","2","2",1,1,0,6,"Mixed Breed","1","0",1
"13702","1",4,"2","2",2,1,"1","1","2",1,2,0,13,"Mixed Breed","1","0",0
"13987","1",6,"2","2",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"11864","1",3,"2","7",3,1,"2","2","2",1,1,0,3,"Mixed Breed","0","0",0
"520","1",72,"2","7",2,1,"1","1","2",1,1,100,8,"French Bulldog","1","1",1
"3172","2",3,"2","2",1,2,"2","2","2",1,1,0,2,"Dom Medium Hair","1","1",1
"18827","2",1,"1","1",1,2,"1","1","3",1,1,0,0,"Dom Medium Hair","1","1",NA
"15672","2",24,"1","2",2,1,"1","1","1",1,1,0,1,"Dom Short Hair","1","1",NA
"18302","2",22,"1","2",2,1,"1","1","2",1,1,0,3,"Tonkinese","1","1",NA
"3085","2",15,"3","1",2,2,"2","1","2",1,3,0,4,"Dom Medium Hair","1","1",0
"15527","2",3,"2","1",2,1,"1","1","2",1,1,80,13,"Tortoiseshell","1","1",NA
"5819","2",3,"2","6",1,1,"2","1","2",2,1,0,8,"Dom Short Hair","1","1",0
"15470","2",11,"1","3",2,1,"3","3","3",1,1,0,1,"Dom Short Hair","1","1",NA
"6505","2",3,"1","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"3776","2",4,"2","1",2,2,"3","3","1",1,1,0,1,"Dom Medium Hair","1","1",0
"12067","1",1,"3","1",2,2,"2","2","2",1,6,50,5,"Mixed Breed","1","0",1
"18324","1",48,"1","3",3,1,"1","1","2",1,1,0,2,"Labrador Retriever","1","1",NA
"14655","1",1,"2","1",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
"9660","1",1,"3","1",2,1,"1","1","2",1,4,0,6,"Mixed Breed","0","0",0
"13981","1",2,"3","1",1,1,"3","3","3",2,7,0,12,"Mixed Breed","1","0",0
"10141","1",4,"2","2",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"4680","2",12,"3","6",2,2,"1","1","1",1,3,0,10,"Dom Short Hair","1","1",1
"18561","1",36,"2","4",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",NA
"10359","1",2,"3","1",2,1,"2","2","2",1,6,0,6,"Mixed Breed","0","0",1
"9164","1",3,"2","1",3,1,"3","3","2",1,1,0,2,"Mixed Breed","1","0",1
"18732","2",10,"2","6",2,1,"2","3","3",1,1,0,0,"Dom Short Hair","0","1",NA
"13358","1",12,"2","2",1,1,"1","1","1",1,1,0,8,"Mixed Breed","1","0",0
"4743","2",2,"1","1",1,1,"2","2","2",2,1,0,3,"Dom Short Hair","1","1",1
"15410","2",2,"3","2",2,1,"2","1","2",1,5,0,9,"Dom Short Hair","1","1",NA
"10213","1",5,"1","2",2,1,"3","1","2",1,1,0,2,"Mixed Breed","1","0",0
"3730","2",1,"3","1",1,2,"2","2","2",1,5,0,20,"Dom Medium Hair","1","1",1
"11338","1",7,"3","1",1,1,"1","1","2",1,2,400,3,"Mixed Breed","1","0",0
"8315","2",4,"2","2",3,2,"2","2","2",1,1,100,3,"Siamese","1","1",1
"2215","1",84,"1","3",1,3,"1","1","1",1,1,200,1,"Yorkshire Terrier Yorkie","1","1",1
"5122","2",5,"1","1",2,2,"1","1","2",1,1,0,4,"Dom Short Hair","1","1",0
"876","1",9,"2","1",2,1,"1","1","1",1,1,0,7,"Jack Russell Terrier","1","1",1
"9610","1",6,"2","1",2,2,"2","1","1",1,1,100,3,"Mixed Breed","1","0",0
"18392","1",1,"1","2",2,2,"2","2","2",1,2,0,4,"Mixed Breed","1","0",NA
"97","1",25,"1","1",2,1,"1","1","1",1,1,0,1,"Beagle","1","1",1
"9125","1",32,"3","1",2,1,"1","1","1",1,2,0,5,"Mixed Breed","1","0",0
"7691","2",4,"2","2",1,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"15024","1",36,"1","1",2,2,"1","1","1",1,1,250,1,"Mixed Breed","1","0",NA
"350","1",1,"2","1",2,1,"3","3","2",1,1,0,4,"Coonhound","1","1",0
"1860","1",24,"1","2",1,2,"1","2","2",1,1,100,3,"Shih Tzu","1","1",1
"2294","2",8,"1","5",3,2,"3","1","2",1,1,0,4,"Amer Shorthair","1","1",0
"12506","1",24,"3","1",2,1,"1","1","1",1,2,0,18,"Mixed Breed","1","0",0
"10835","1",2,"1","1",2,2,"1","2","2",1,1,40,3,"Mixed Breed","1","0",0
"2047","1",2,"2","1",2,3,"2","2","2",1,2,0,1,"Terrier","0","1",1
"16218","1",24,"2","3",1,3,"2","2","2",1,1,0,1,"Pomeranian","1","1",NA
"15008","1",5,"2","2",2,1,"1","1","2",1,1,150,1,"Mixed Breed","1","0",NA
"6977","2",12,"2","1",1,1,"1","1","2",1,1,0,5,"Dom Short Hair","1","1",0
"4866","2",1,"2","2",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"9687","1",24,"2","1",2,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",0
"10118","1",5,"2","2",2,1,"2","1","1",1,1,0,10,"Mixed Breed","1","0",0
"5846","2",11,"1","1",2,1,"1","1","1",1,1,0,3,"Dom Short Hair","1","1",0
"13990","1",2,"2","4",2,1,"2","2","2",1,1,0,5,"Mixed Breed","1","0",0
"16473","2",3,"2","4",1,2,"3","3","3",1,1,0,9,"Tabby","1","1",NA
"9746","1",3,"1","2",2,2,"2","2","2",1,1,0,4,"Mixed Breed","0","0",0
"11917","1",1,"2","1",1,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"1254","1",3,"1","2",2,1,"1","1","2",1,1,0,1,"Pit Bull Terrier","1","1",1
"11855","1",12,"2","2",2,1,"3","3","3",1,1,0,1,"Mixed Breed","0","0",0
"652","1",24,"2","3",2,1,"3","3","3",1,1,0,3,"Golden Retriever","0","1",1
"14680","1",2,"1","1",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"6021","2",5,"2","1",1,1,"2","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"5029","2",3,"1","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"18799","1",36,"2","3",2,2,"3","3","3",1,1,0,7,"Cocker Spaniel","1","1",NA
"1039","1",72,"1","5",3,1,"1","1","2",1,1,0,6,"Labrador Retriever","1","1",1
"6182","2",5,"2","7",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",0
"13492","1",1,"2","1",2,1,"2","2","2",1,1,0,6,"Mixed Breed","1","0",1
"14356","1",5,"1","5",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"16655","2",10,"2","1",1,1,"1","1","1",1,1,0,6,"Dom Short Hair","1","1",NA
"14026","1",3,"2","7",2,1,"2","2","2",1,1,20,1,"Mixed Breed","1","0",0
"15634","2",2,"1","6",2,2,"2","2","2",1,1,0,3,"Tabby","1","1",NA
"13223","1",2,"3","2",1,1,"1","1","2",1,2,0,10,"Mixed Breed","1","0",0
"3446","2",2,"2","1",2,2,"3","3","3",1,1,0,1,"Dom Medium Hair","1","1",1
"5779","2",7,"2","1",2,1,"3","3","2",1,1,0,3,"Dom Short Hair","1","1",1
"4141","2",2,"3","1",2,2,"2","2","2",1,4,0,5,"Dom Medium Hair","1","1",0
"8541","2",3,"2","1",1,3,"2","2","2",1,1,0,4,"Siamese","1","1",1
"7776","2",6,"3","1",1,1,"3","3","3",1,5,0,2,"Dom Short Hair","1","1",0
"3714","2",2,"1","2",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",1
"15657","2",36,"1","1",2,1,"2","1","1",1,1,0,2,"Dom Short Hair","1","1",NA
"13081","1",2,"2","1",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
"8873","2",3,"3","4",2,1,"3","3","3",1,4,0,5,"Tabby","0","1",0
"6608","2",2,"3","5",1,1,"2","2","2",1,2,0,13,"Dom Short Hair","1","1",1
"16169","2",4,"2","1",1,2,"3","1","2",1,1,0,4,"Dom Short Hair","1","1",NA
"13277","1",9,"2","1",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"10262","1",3,"3","1",2,2,"2","2","2",1,7,0,0,"Mixed Breed","1","0",1
"15691","2",24,"2","6",2,1,"2","2","1",1,1,0,1,"Dom Short Hair","1","1",NA
"16572","2",2,"1","3",2,2,"2","1","2",1,1,15,0,"Tabby","1","1",NA
"18236","2",36,"2","7",2,1,"2","2","2",1,3,0,7,"Amer Shorthair","1","1",NA
"16170","2",3,"3","7",1,2,"2","2","2",1,5,0,3,"Dom Medium Hair","1","1",NA
"5570","2",4,"2","2",1,1,"1","1","2",1,1,0,4,"Dom Short Hair","1","1",0
"10966","1",36,"1","2",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"16595","2",11,"2","3",2,2,"1","1","1",1,1,80,2,"Dom Medium Hair","1","1",NA
"2113","1",24,"2","7",2,2,"3","3","3",1,1,0,10,"Terrier","1","1",0
"3201","2",2,"3","1",1,1,"2","2","3",1,2,0,4,"Dom Medium Hair","1","1",1
"6806","2",6,"2","2",2,1,"1","1","1",1,1,0,3,"Dom Short Hair","1","1",0
"12598","1",0,"2","1",2,2,"3","3","3",1,5,0,9,"Mixed Breed","0","0",1
"733","1",48,"1","3",3,2,"1","1","2",1,1,250,1,"Golden Retriever","1","1",0
"18916","2",18,"3","1",2,2,"1","1","3",1,2,0,4,"Amer Shorthair","1","1",NA
"10291","1",2,"1","2",2,2,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"11766","1",3,"1","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",0
"16347","2",3,"3","6",1,3,"1","1","2",1,2,0,5,"Burmilla","1","1",NA
"4919","2",12,"2","1",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",0
"7154","2",1,"3","1",1,1,"2","2","1",1,3,0,2,"Dom Short Hair","0","1",1
"12855","1",54,"1","2",2,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",0
"14906","1",2,"2","1",2,2,"3","3","2",1,1,0,4,"Mixed Breed","1","0",1
"2932","2",8,"1","4",2,3,"2","1","2",1,1,0,5,"Dom Long Hair","1","1",1
"10233","1",2,"2","1",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"18344","1",2,"2","2",1,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",NA
"14858","1",3,"3","1",2,1,"2","2","2",1,2,0,2,"Mixed Breed","1","0",0
"16","1",1,"2","2",2,2,"2","2","2",1,1,0,4,"Amer Water Spaniel","1","1",0
"4320","2",10,"2","1",1,1,"1","1","1",1,1,0,23,"Dom Short Hair","1","1",0
"4790","2",3,"2","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"5653","2",2,"1","2",2,2,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"3975","2",2,"1","1",1,2,"2","2","2",2,1,0,3,"Dom Medium Hair","1","1",1
"14138","1",1,"3","2",2,1,"2","2","2",1,4,0,4,"Mixed Breed","1","0",1
"17478","2",3,"1","1",2,2,"2","2","2",1,2,0,4,"Dom Medium Hair","1","1",NA
"6349","2",12,"2","1",2,1,"2","2","2",1,6,0,4,"Dom Short Hair","1","1",1
"13242","1",2,"1","1",2,1,"1","2","2",1,2,0,3,"Mixed Breed","1","0",0
"5104","2",6,"1","3",1,1,"2","1","1",1,1,0,0,"Dom Short Hair","1","1",0
"6893","2",2,"2","1",1,1,"2","1","2",1,1,0,1,"Dom Short Hair","1","1",1
"8189","2",4,"1","5",1,1,"1","1","2",1,1,250,4,"Persian","1","1",1
"11731","1",3,"2","2",2,1,"1","1","2",1,1,50,2,"Mixed Breed","1","0",0
"11397","1",1,"2","1",1,1,"2","2","2",1,1,0,1,"Mixed Breed","0","0",1
"2099","1",3,"2","3",2,2,"3","3","3",1,1,0,1,"Terrier","1","1",0
"5387","2",12,"2","3",2,2,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"11711","1",48,"2","2",2,2,"1","1","3",1,1,0,2,"Mixed Breed","1","0",1
"517","1",24,"1","2",1,3,"3","3","3",1,1,0,2,"Fox Terrier","1","1",1
"9136","1",2,"3","1",2,1,"1","1","2",1,3,30,3,"Mixed Breed","1","0",0
"14641","1",2,"2","2",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"3530","2",6,"2","1",2,2,"1","1","2",1,1,0,1,"Dom Medium Hair","1","1",0
"16040","1",24,"2","2",2,1,"1","1","1",1,1,200,4,"Jack Russell Terrier","1","1",NA
"7945","2",2,"1","1",2,1,"2","1","2",1,1,8,10,"Orient Short Hair","1","1",0
"7052","2",2,"3","1",2,1,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",0
"16186","1",9,"2","1",2,1,"1","1","2",1,1,50,2,"Mixed Breed","1","0",NA
"2271","2",1,"3","6",2,2,"2","2","2",1,2,0,4,"Amer Shorthair","1","1",1
"18641","2",2,"3","1",1,1,"1","1","2",1,3,0,10,"Dom Short Hair","1","1",NA
"58","1",60,"1","1",2,1,"1","1","1",1,1,0,8,"Beagle","1","1",0
"3353","2",12,"2","7",2,2,"3","3","3",1,1,0,2,"Dom Medium Hair","1","1",1
"3989","2",2,"3","1",1,2,"2","2","2",1,2,0,5,"Dom Medium Hair","0","1",1
"15391","1",48,"2","1",3,2,"1","1","1",1,1,0,3,"German Shepherd Dog","1","1",NA
"12210","1",2,"2","2",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"14074","1",2,"2","1",2,1,"3","3","2",1,1,0,1,"Mixed Breed","1","0",1
"10575","1",1,"2","1",2,2,"1","1","2",1,1,0,7,"Mixed Breed","1","0",0
"6957","2",3,"2","2",1,1,"1","1","1",1,1,0,3,"Dom Short Hair","1","1",1
"5595","2",12,"1","3",2,1,"2","2","3",1,1,0,2,"Dom Short Hair","1","1",0
"7717","2",24,"1","2",2,1,"1","1","2",1,1,0,4,"Dom Short Hair","1","1",0
"3504","2",3,"1","4",1,2,"2","2","1",1,1,0,5,"Dom Medium Hair","1","1",0
"15130","1",12,"2","1",1,1,"1","1","1",1,1,0,2,"Spitz","1","1",NA
"8553","2",2,"1","2",1,1,"1","2","2",1,1,0,2,"Siamese","1","1",0
"13200","1",1,"1","1",2,1,"3","1","2",1,1,0,1,"Mixed Breed","1","0",1
"5813","2",5,"2","1",2,2,"1","1","1",1,1,0,4,"Dom Short Hair","1","1",1
"8831","2",2,"1","1",2,3,"2","2","2",1,1,0,2,"Tabby","1","1",0
"9515","1",2,"3","2",2,1,"3","3","3",1,2,0,2,"Mixed Breed","1","0",0
"3493","2",1,"1","1",1,2,"2","2","2",1,1,0,4,"Dom Medium Hair","0","1",1
"1330","1",24,"1","5",1,2,"1","1","1",1,1,250,5,"Poodle","1","1",1
"3229","2",2,"2","1",2,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",1
"5406","2",2,"1","3",1,1,"2","1","2",1,2,0,3,"Dom Short Hair","1","1",1
"1812","1",72,"2","2",1,2,"3","3","3",1,1,0,1,"Shih Tzu","1","1",1
"2996","2",2,"2","1",1,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",1
"2917","2",1,"2","1",3,3,"2","2","3",1,1,0,4,"Dom Long Hair","1","1",1
"13942","1",2,"2","2",2,1,"1","1","1",1,1,50,9,"Mixed Breed","1","0",0
"11373","1",2,"2","7",2,2,"2","2","2",1,1,0,1,"Mixed Breed","0","0",0
"10635","1",4,"3","2",2,1,"2","2","2",1,2,200,2,"Mixed Breed","1","0",0
"3512","2",4,"1","1",2,2,"1","1","2",1,1,0,4,"Dom Medium Hair","1","1",1
"10639","1",3,"1","1",2,1,"1","1","2",1,1,0,8,"Mixed Breed","1","0",0
"13388","1",2,"1","2",2,1,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
